Fiscal Year,Area,Subsidiary,Product,Reported Subsegment,Forecast Planning Level,1,2,3,4,5,6,7,8,9,10,11,12,,,,
FY19,N. America,US,Identity & Direct Access,EPG Public Sector,VL Annuity Recur w/o EA,0,0,0,0,0,0,0,0,0,0,241.80636,41196.48624,,,,
FY19,N. America,US,IW CAL Suites - Core CAL,EPG Public Sector,VL Annuity Recur w/o EA,0,0,0,0,0,17630.4384,0,0,0,0,0,0,,,,
FY19,N. America,US,IW CAL Suites - ECAL,EPG Public Sector,VL Annuity Recur w/o EA,0,0,0,0,0,47449.90887,0,0,0,0,0,0,,,,
FY19,N. America,US,Lync Server & CAL,EPG Public Sector,VL Annuity Recur w/o EA,0,0,0,0,0,3446.17472,0,0,0,0,0,0,,,,
FY19,N. America,US,MDOP-Client,EPG Public Sector,VL Annuity Recur w/o EA,0,0,0,0,0,203.8124958,0,0,167.154552,0,0,0,,,,
FY19,N. America,US,Office,EPG Public Sector,VL Annuity Recur w/o EA,0,0,0,0,0,125686.2016,0,0,12667.7484,0,129177.504,185.87568,,,,
FY19,N. America,US,Project,EPG Public Sector,VL Annuity Recur w/o EA,0,0,0,0,0,10836.6048,0,0,0,0,1607.4576,0,,,,
FY19,N. America,US,S&T CAL Suites - Core CAL,EPG Public Sector,VL Annuity Recur w/o EA,0,0,0,0,0,9827.6976,0,0,0,0,0,0,,,,
FY19,N. America,US,S&T CAL Suites - ECAL,EPG Public Sector,VL Annuity Recur w/o EA,0,0,0,0,0,16873.62785,0,0,0,0,0,0,,,,
FY19,N. America,US,SharePoint CAL,EPG Public Sector,VL Annuity Recur w/o EA,0,0,0,0,0,0,0,0,0,0,0,184.7664,,,,
FY19,N. America,US,SharePoint for Internet Sites,EPG Public Sector,VL Annuity Recur w/o EA,0,0,0,0,0,0,0,0,0,0,0,27327.7008,,,,
FY19,N. America,US,SharePoint Server,EPG Public Sector,VL Annuity Recur w/o EA,0,0,0,0,0,3830.9928,0,0,0,0,0,4832.7552,,,,
FY19,N. America,US,SQL Server Premium,EPG Public Sector,VL Annuity Recur w/o EA,0,0,0,0,0,8693.80944,0,0,0,0,20160.25248,46827.33184,,,,
FY19,N. America,US,SQL Server Standard & CAL,EPG Public Sector,VL Annuity Recur w/o EA,0,0,0,0,0,0,0,0,0,0,0,4928.02752,,,,
FY19,N. America,US,System Center Client,EPG Public Sector,VL Annuity Recur w/o EA,0,0,0,0,0,817.9464156,0,0,1022.613852,0,0,3138.192,,,,
FY19,N. America,US,System Center Server,EPG Public Sector,VL Annuity Recur w/o EA,0,0,0,0,0,15716.0904,0,0,369.40176,0,0,3504.9834,,,,
FY19,N. America,US,Visio,EPG Public Sector,VL Annuity Recur w/o EA,0,0,0,0,0,5198.5484,0,0,693.7056,0,1360.73784,0,,,,
FY19,N. America,US,Windows Client,EPG Public Sector,VL Annuity Recur w/o EA,0,0,0,0,0,40825.96655,0,0,4822.378128,0,7204.56744,0,,,,
FY19,N. America,US,Windows Server & Solutions & CAL,EPG Public Sector,VL Annuity Recur w/o EA,0,0,0,0,0,2527.4142,4436.59032,0,632.448,0,6312.96,24388.37856,,,,
FY19,N. America,US,Windows Server Other,EPG Public Sector,VL Annuity Recur w/o EA,0,0,0,0,0,0,10751.832,0,0,0,0,0,,,,
FY19,N. America,US,Windows Server Premium,EPG Public Sector,VL Annuity Recur w/o EA,0,0,0,0,0,8554.3128,13954.37472,0,5165.51904,0,13774.71744,11244.0384,,,,
FY19,N. America,US,Developer Tools,EPG Public Sector,VL Non-Annuity,4755.355,-30.50757,5217.2232,11365.32272,1964.2224,83716.05212,7102.1893,969.63716,6209.7729,4427.17144,0,3752.71893,,,,
FY19,N. America,US,Exchange Server & CAL,EPG Public Sector,VL Non-Annuity,1484.6328,282.6393,645.0192,8063.361,2047.77465,73981.4538,6885.89856,128184.3184,20087.28,902.2104,212.6736,425.3472,,,,
FY19,N. America,US,Identity & Direct Access,EPG Public Sector,VL Non-Annuity,0,0,31.17696,0,0,1686.2562,0,11291.96376,0,0,0,0,,,,
FY19,N. America,US,Lync Server & CAL,EPG Public Sector,VL Non-Annuity,0,0,63858.06094,0,0,36310.1017,0,44703.81228,0,0,0,0,,,,
FY19,N. America,US,MDOP-Client,EPG Public Sector,VL Non-Annuity,0,4.72176,0,0,0,0,0,0,0,0,0,0,,,,
FY19,N. America,US,Office,EPG Public Sector,VL Non-Annuity,323897.2523,284163.6391,728518.051,880982.4611,1051769.45,6475697.8,819769.7995,1298589.655,2542384.089,89042.55237,36792.29316,3272221.661,,,,
FY19,N. America,US,Office for Mac,EPG Public Sector,VL Non-Annuity,0,5520.1668,1313.14176,46.60056,4549.11072,1590.19632,46.68552,47.06784,398.76864,0,0,2206.1988,,,,
FY19,N. America,US,Other IW Apps,EPG Public Sector,VL Non-Annuity,358.9296,821.47028,468.1332,2057.6304,-59.78768,0,574.218,0,3010.74048,558.0414,0,151.22016,,,,
FY19,N. America,US,Project,EPG Public Sector,VL Non-Annuity,8606.45531,23426.425,95111.481,46404.50672,15114.08354,134836.5152,9434.2911,11173.4592,31824.88596,84491.7987,33298.1357,131729.2837,,,,
FY19,N. America,US,SharePoint CAL,EPG Public Sector,VL Non-Annuity,0,0,686.5344,9394.78176,0,685506.2076,0,1401.12504,19428.552,605.3292,733.6656,544.79628,,,,
FY19,N. America,US,SharePoint for Internet Sites,EPG Public Sector,VL Non-Annuity,0,0,47201.6652,0,0,0,0,0,0,0,0,0,,,,
FY19,N. America,US,SharePoint Server,EPG Public Sector,VL Non-Annuity,0,0,3595.61496,3572.6712,0,75294.60447,0,0,3612.00336,0,0,5653.67472,,,,
FY19,N. America,US,SQL Server Premium,EPG Public Sector,VL Non-Annuity,8426.56052,223846.4439,527143.7723,-147703.5285,186696.3356,877761.3317,141122.693,16991.13568,0,-60114.4173,0,23593.24776,,,,
FY19,N. America,US,SQL Server Standard & CAL,EPG Public Sector,VL Non-Annuity,35486.63149,19120.71247,65008.2492,592.63553,38088.86021,124881.3214,9720.89728,875.99862,28781.37936,-13231.61994,15005.94554,881.364172,,,,
FY19,N. America,US,System Center Client,EPG Public Sector,VL Non-Annuity,0,170.6895684,15.7352,0,0,249155.9291,0,0,0,0,0,0,,,,
FY19,N. America,US,System Center Server,EPG Public Sector,VL Non-Annuity,0,7292.64152,5800.5974,7187.19588,0,62535.4797,0,0,12685.19616,-5270.7825,0,0,,,,
FY19,N. America,US,Visio,EPG Public Sector,VL Non-Annuity,2306.45294,14047.26264,29415.1665,13765.62696,14154.54768,143170.9951,6453.07944,200.81772,16757.97924,7706.6815,14982.1551,6391.201642,,,,
FY19,N. America,US,Windows Client,EPG Public Sector,VL Non-Annuity,5155.74642,11680.0803,204754.7106,-66613.69128,-88760.76632,315668.808,28389.3,3272.34432,1863.312,5395.8315,582.37056,21657.20646,,,,
FY19,N. America,US,Windows Legalization,EPG Public Sector,VL Non-Annuity,33026.57704,36190.44,5880.147,16443.152,47391.33592,19100.1945,7432.464,5584.89711,34593.2328,21706.7178,17245.7184,1213239.982,,,,
FY19,N. America,US,Windows Server & Solutions & CAL,EPG Public Sector,VL Non-Annuity,69104.04197,15429.64489,15057.63603,19581.65736,127906.1507,202106.573,12570.97896,43989.44676,81499.693,10277.90527,11727.73672,39426.84902,,,,
FY19,N. America,US,Windows Server Other,EPG Public Sector,VL Non-Annuity,2356.2495,24215.26536,12716.99195,21030.0779,36598.40184,38729.43088,1296.16035,35787.91125,12404.52258,237.48552,5368.10555,4197.13728,,,,
FY19,N. America,US,Windows Server Premium,EPG Public Sector,VL Non-Annuity,37235.63283,79879.747,232871.5411,-26768.68755,61682.43852,643403.694,203468.6074,54794.3286,668838.0511,-35118.93708,34022.4859,31613.87137,,,,
FY19,N. America,Canada,Biztalk Server,EPG Commercial,3rd Party Hosting,0,0,0,0,0,1948.561608,1952.114136,1945.00908,1941.456552,1959.219192,2117.533018,3529.791821,,,,
FY19,N. America,Canada,Developer Tools,EPG Commercial,3rd Party Hosting,68.81445,90.838842,92.337558,99.928206,98.663292,100.108908,100.566198,120.89976,122.11317,82.029024,161.228256,135.430752,,,,
FY19,N. America,Canada,Dynamics CRM,EPG Commercial,3rd Party Hosting,154.044735,196.09863,255.927945,256.622772,256.854381,255.464727,275.785605,231.226746,275.533746,231.649464,925.104852,385.141068,,,,
FY19,N. America,Canada,Dynamics ERP,EPG Commercial,3rd Party Hosting,2364.3641,339.3058,168.88315,169.0371,170.5766,169.0371,238.80724,339.3058,341.4611,335.611,507.1113,1252.3296,,,,
FY19,N. America,Canada,Exchange Server & CAL,EPG Commercial,3rd Party Hosting,14487.68505,15089.27891,14979.29313,8404.986404,10501.37842,51275.56396,16897.10278,15010.27941,16825.18797,13167.45826,22888.42206,19425.553,,,,
FY19,N. America,Canada,Forefront Protection,EPG Commercial,3rd Party Hosting,7270.99542,7997.816688,7965.74601,217.309992,235.59054,20035.17555,7235.3508,6730.1928,6409.18959,5774.832105,6570.3495,5994.595807,,,,
FY19,N. America,Canada,Identity & Direct Access,EPG Commercial,3rd Party Hosting,87.251472,87.887184,88.20504,87.079392,72.379944,72.512508,73.037628,73.504962,73.972296,116.434656,373.08336,179.344905,,,,
FY19,N. America,Canada,Lync Server & CAL,EPG Commercial,3rd Party Hosting,716.32368,466.43688,751.94145,754.452,1710.78885,681.03954,628.55136,698.37678,469.32795,472.74435,8962.48863,2628.66816,,,,
FY19,N. America,Canada,Office,EPG Commercial,3rd Party Hosting,6455.17989,4749.6252,5617.762599,4075.279929,4855.537012,4175.823043,4055.395305,3656.603082,18354.91526,5634.346806,8902.500302,7739.44254,,,,
FY19,N. America,Canada,Office 365,EPG Commercial,3rd Party Hosting,1034.36606,2423.133948,1936.91484,-5465.5018,-4061.396262,-5366.365088,866.0997,-675.271514,4202.00368,2669.1808,7027.078434,7110.19416,,,,
FY19,N. America,Canada,Other IW Apps,EPG Commercial,3rd Party Hosting,71.2188,70.8936,71.2188,72.1944,72.12936,70.95864,68.8272,68.952,68.328,68.016,68.4528,68.4528,,,,
FY19,N. America,Canada,Other Server,EPG Commercial,3rd Party Hosting,0,0,0,0,0,1056.378396,1053.5052,1059.251592,1056.378396,1052.547468,1049.674272,1050.632004,,,,
FY19,N. America,Canada,Project,EPG Commercial,3rd Party Hosting,130.5612,127.87632,136.81305,139.2039,222.999189,295.542531,147.815328,144.66186,989.372028,250.277424,471.71124,378.353448,,,,
FY19,N. America,Canada,SharePoint CAL,EPG Commercial,3rd Party Hosting,0.34713,0,0,0,0,0,0,0,0,0,0,0,,,,
FY19,N. America,Canada,SharePoint Server,EPG Commercial,3rd Party Hosting,96.63225,93.996825,91.8543,143.2431,231.132,186.171699,190.98762,299.563275,225.04608,369.52968,374.771124,536.03022,,,,
FY19,N. America,Canada,SQL Server Premium,EPG Commercial,3rd Party Hosting,36388.47484,39617.18762,43824.57161,38217.55069,45506.89198,45160.8233,44649.76133,44770.50929,43580.43322,44218.82231,48346.86072,51561.48557,,,,
FY19,N. America,Canada,SQL Server Standard & CAL,EPG Commercial,3rd Party Hosting,17631.31786,17680.78771,18603.0667,11685.06324,27109.33987,17491.03506,115657.3293,18553.9332,18340.9647,18657.35124,25260.10794,27846.68502,,,,
FY19,N. America,Canada,System Center Client,EPG Commercial,3rd Party Hosting,7.08084,3.819816,3.70548,3.729168,0.52377,0.524718,2.127687,0,0,11.9556,11.8908,11.9124,,,,
FY19,N. America,Canada,System Center Server,EPG Commercial,3rd Party Hosting,141.45039,143.526726,143.526726,143.137413,142.7481,141.969474,141.709932,188.822487,189.509739,187.447983,1339.635721,483.5931108,,,,
FY19,N. America,Canada,Visio,EPG Commercial,3rd Party Hosting,155.155701,74.892636,75.989964,75.784215,33.313185,122.499372,37.99197,37.876005,37.97865,52.21368,69.351315,60.131925,,,,
FY19,N. America,Canada,Windows Client,EPG Commercial,3rd Party Hosting,4770.23904,3673.387872,3980.00736,3781.79424,3858.894144,3227.39424,3175.6032,3030.362496,11506.68288,4319.161056,8485.632288,5966.327808,,,,
FY19,N. America,Canada,Windows Server & Solutions & CAL,EPG Commercial,3rd Party Hosting,13491.68167,13394.78,14422.15578,11919.93823,18905.57102,14266.29146,14454.35675,14869.32576,14851.12487,15137.18721,19360.99816,30537.80019,,,,
FY19,N. America,Canada,Windows Server Other,EPG Commercial,3rd Party Hosting,2143.608801,1805.069178,1902.414948,1611.16056,2403.698976,1742.7036,1811.080782,1793.692164,1843.829448,1874.706795,2947.0056,2038.59789,,,,
FY19,N. America,Canada,Windows Server Premium,EPG Commercial,3rd Party Hosting,23767.92943,24710.50631,25679.26821,24958.64452,34748.02486,27331.65432,28042.34246,28365.81671,29559.42,29560.94459,36504.57198,145922.911,,,,
FY19,N. America,Canada,Biztalk Server,EPG Commercial,EA Add-On,0,0,0,0,1758.692,0,0,0,0,0,80007.01263,370.608,,,,
FY19,N. America,Canada,Developer Tools,EPG Commercial,EA Add-On,0,1589.839111,62.928,3793.9656,34144.3011,180972.5434,0,308.93256,74553.60412,117276.5543,364000.4951,24637.40016,,,,
FY19,N. America,Canada,Dynamics CRM,EPG Commercial,EA Add-On,0,0,0,0,18416.38548,21055.248,25722.4416,14130.17424,0,44824.464,4156.36308,42208.49215,,,,
FY19,N. America,Canada,Exchange Server & CAL,EPG Commercial,EA Add-On,0,4010.4588,0,4043.57268,2924.90058,18774.09425,27934.74279,0,20442.3756,509.5648,22470.44112,65385.1383,,,,
FY19,N. America,Canada,Forefront Protection,EPG Commercial,EA Add-On,637.612896,427.20048,0,0,0,0,0,9600.4125,60913.6675,0,64654.3188,0,,,,
FY19,N. America,Canada,Identity & Direct Access,EPG Commercial,EA Add-On,12486.945,0,0,35606.34,1214.00592,106634.9639,0,83372.3814,68962.2021,4043.133416,6812.9208,2715.8912,,,,
FY19,N. America,Canada,IW CAL Suites - Core CAL,EPG Commercial,EA Add-On,16975.51825,0,3455.337734,398.0524032,110753.8601,190105.9002,101537.6602,-22101.26042,98208.65503,59001.56988,301784.0155,268068.6317,,,,
FY19,N. America,Canada,IW CAL Suites - ECAL,EPG Commercial,EA Add-On,-39000.58425,0,5917.897868,3652.580829,5892.422625,260311.7326,0,21287.12978,27466.51248,79546.66441,261024.7345,48465.52904,,,,
FY19,N. America,Canada,Lync Server & CAL,EPG Commercial,EA Add-On,0,132681.2659,238.90752,0,0,2532.424836,3763.524084,0,459619.5393,1847.01936,64003.6254,75186.22474,,,,
FY19,N. America,Canada,MDOP-Client,EPG Commercial,EA Add-On,-289.416294,0,0,3419.101427,2537.481171,2608.357869,1399.828272,-210.3005896,2606.749445,1419.004803,7528.268296,6818.79429,,,,
FY19,N. America,Canada,Office,EPG Commercial,EA Add-On,92539.05779,281.46432,20440.40964,381781.6265,354344.7115,1094550.396,338740.88,706622.9525,315464.838,227008.9316,1113179.057,1341284.408,,,,
FY19,N. America,Canada,Office 365,EPG Commercial,EA Add-On,6776.328,0,0,0,0,-157100.8825,159131.6118,-157980.5694,368.8875,12568.21675,0,0,,,,
FY19,N. America,Canada,OSD Subs & Trans OSD SMSG,EPG Commercial,EA Add-On,0,0,0,0,147.132288,0,0,0,0,0,0,0,,,,
FY19,N. America,Canada,Project,EPG Commercial,EA Add-On,-2518.9278,1834.53492,122811.7574,0,15120.81576,285803.3046,27855.1794,48211.6734,4766.248704,9969.094688,445587.4747,226617.0248,,,,
FY19,N. America,Canada,S&T CAL Suites - Core CAL,EPG Commercial,EA Add-On,9512.330047,0,1968.523082,222.48864,62749.44932,106060.4441,57679.39,-12356.07978,55641.23442,33309.06795,167748.0317,151178.3639,,,,
FY19,N. America,Canada,S&T CAL Suites - ECAL,EPG Commercial,EA Add-On,-18405.4191,0,2797.910973,1741.044833,2791.282725,123191.7417,0,10202.49236,13199.15241,37882.11387,122141.8001,22982.23982,,,,
FY19,N. America,Canada,SharePoint CAL,EPG Commercial,EA Add-On,0,0,26406.6,0,0,5575.023,39503.41057,0,4355.214,12356.2296,0,29905.13261,,,,
FY19,N. America,Canada,SharePoint for Internet Sites,EPG Commercial,EA Add-On,0,0,77497.98456,0,31052.5497,36039.50712,0,0,0,0,0,4444.295309,,,,
FY19,N. America,Canada,SharePoint Server,EPG Commercial,EA Add-On,-143518.0144,4464.63642,5687.946,0,6464.31912,6889.28396,1358.792496,0,28956.26484,7966.954908,54990.6192,47062.72991,,,,
FY19,N. America,Canada,SQL Azure,EPG Commercial,EA Add-On,0,0,0,0,17828.72,0,0,0,0,0,0,3689.28,,,,
FY19,N. America,Canada,SQL Server Premium,EPG Commercial,EA Add-On,648922.8539,49024.73572,10438.57309,6299.6742,171993.9315,635584.2781,90751.85963,-19511.67169,99530.59854,190679.4058,568689.6992,235549.4037,,,,
FY19,N. America,Canada,SQL Server Standard & CAL,EPG Commercial,EA Add-On,29819.41526,1899.410386,20946.96879,5527.211989,86926.1457,519751.1515,16431.34717,2302.194644,239368.5257,25169.60753,323500.3914,438683.4112,,,,
FY19,N. America,Canada,System Center Client,EPG Commercial,EA Add-On,-624.2404412,13794.858,0,13659.29905,13876.478,10406.04254,5659.476747,411.33919,10421.74035,5673.100001,30009.62672,44820.40967,,,,
FY19,N. America,Canada,System Center Server,EPG Commercial,EA Add-On,0,21236.62705,0,1527.7104,71379.91488,95798.73581,716.218065,53231.46179,264941.0909,17015.34465,30072.07631,127221.0066,,,,
FY19,N. America,Canada,Visio,EPG Commercial,EA Add-On,2584.50192,846.336,6685.63416,2595.7116,2958.1728,128194.3141,546.17436,141361.614,253.3392,12440.83652,98814.47501,75071.74316,,,,
FY19,N. America,Canada,Windows Azure,EPG Commercial,EA Add-On,0,0,0,0,69594.876,11513.27232,0,0,0,0,0,14453.712,,,,
FY19,N. America,Canada,Windows Client,EPG Commercial,EA Add-On,-7647.488213,0,6888.667794,147901.6557,111750.5073,281142.7581,154258.5393,-10343.40249,110897.8212,78578.93979,371978.6607,413563.4525,,,,
FY19,N. America,Canada,Windows Server & Solutions & CAL,EPG Commercial,EA Add-On,0,13446.82301,4847.8364,2407.153248,19131.33424,173337.34,23504.0784,4001.236512,62136.12834,32809.00896,49325.0784,85203.60498,,,,
FY19,N. America,Canada,Windows Server Other,EPG Commercial,EA Add-On,5639.50992,21057.8976,15693.459,14523.4784,1557.6372,30781.164,0,2507.2704,11424.036,1554.08288,110933.6294,6892.818503,,,,
FY19,N. America,Canada,Windows Server Premium,EPG Commercial,EA Add-On,55539.70355,44897.9853,4414.67832,9270.63792,47466.97614,493653.5961,26862.84517,172133.7173,87320.45423,269491.1203,363522.618,262298.8642,,,,
FY19,N. America,Canada,Biztalk Server,EPG Commercial,EA New,0,0,0,0,0,558.432,0,0,0,0,0,0,,,,
FY19,N. America,Canada,Developer Tools,EPG Commercial,EA New,752.7491,0,0,0,0,0,34801.533,0,47113.09824,0,0,1456.593974,,,,
FY19,N. America,Canada,Exchange Server & CAL,EPG Commercial,EA New,0,0,0,0,0,1025.15819,0,0,2023.403273,0,0,659.6466156,,,,
FY19,N. America,Canada,Forefront Protection,EPG Commercial,EA New,11777.02064,0,0,0,0,0,0,0,0,0,0,0,,,,
FY19,N. America,Canada,IW CAL Suites - Core CAL,EPG Commercial,EA New,42562.82774,0,0,0,0,152291.0386,15257.088,0,0,0,0,0,,,,
FY19,N. America,Canada,IW CAL Suites - ECAL,EPG Commercial,EA New,11118.42848,0,0,0,0,0,5229.444882,0,0,0,0,0,,,,
FY19,N. America,Canada,Lync Server & CAL,EPG Commercial,EA New,1616.17897,0,0,0,0,151.8546,0,0,212.5398272,0,0,405.739202,,,,
FY19,N. America,Canada,MDOP-Client,EPG Commercial,EA New,1463.216425,0,0,0,0,5602.556458,856.7424,0,0,0,0,0,,,,
FY19,N. America,Canada,Office,EPG Commercial,EA New,176203.332,0,0,0,0,723958.8619,49769.5896,0,0,0,0,0,,,,
FY19,N. America,Canada,Office 365,EPG Commercial,EA New,1652.1428,0,0,0,0,0,1155.264,0,0,0,29844.792,0,,,,
FY19,N. America,Canada,Project,EPG Commercial,EA New,1286.14504,0,0,0,0,8967.3642,3376.3968,0,0,0,0,0,,,,
FY19,N. America,Canada,S&T CAL Suites - Core CAL,EPG Commercial,EA New,23758.23772,0,0,0,0,85350.78241,8582.112,0,0,0,0,0,,,,
FY19,N. America,Canada,S&T CAL Suites - ECAL,EPG Commercial,EA New,5333.53757,0,0,0,0,0,2031.57845,0,0,0,0,0,,,,
FY19,N. America,Canada,SharePoint for Internet Sites,EPG Commercial,EA New,18738.4132,0,0,0,0,5944.71696,0,0,6356.580313,0,0,178.0024234,,,,
FY19,N. America,Canada,SharePoint Server,EPG Commercial,EA New,3715.19778,0,0,0,0,9560.309,5297.2974,0,-3377.993307,0,0,9572.255347,,,,
FY19,N. America,Canada,SQL Azure,EPG Commercial,EA New,0,0,0,0,0,5503.68,0,0,0,0,0,0,,,,
FY19,N. America,Canada,SQL Server Premium,EPG Commercial,EA New,125837.3475,0,0,0,0,15345.35898,86986.1864,0,-1309.023958,0,0,74807.38439,,,,
FY19,N. America,Canada,SQL Server Standard & CAL,EPG Commercial,EA New,30005.32585,0,0,0,0,38615.11451,20542.45372,0,1870.184254,0,0,12220.56639,,,,
FY19,N. America,Canada,System Center Client,EPG Commercial,EA New,6198.192128,0,0,0,0,22765.39359,3523.027333,0,118.7827824,64.21558,326.5121034,54.699252,,,,
FY19,N. America,Canada,System Center Server,EPG Commercial,EA New,20906.50134,0,0,0,0,31469.28482,15135.63127,0,11233.01897,13300.76344,33404.13368,179711.6519,,,,
FY19,N. America,Canada,Visio,EPG Commercial,EA New,0,0,0,0,0,8480.98048,215.0352,0,0,0,0,0,,,,
FY19,N. America,Canada,Windows Azure,EPG Commercial,EA New,0,0,0,0,0,21582.288,0,0,0,0,0,0,,,,
FY19,N. America,Canada,Windows Client,EPG Commercial,EA New,58316.75953,0,0,0,0,191341.4974,23965.38501,0,0,0,0,0,,,,
FY19,N. America,Canada,Windows Server & Solutions & CAL,EPG Commercial,EA New,1149.33168,0,0,0,0,6566.868,0,0,9001.609788,0,0,-1673.54259,,,,
FY19,N. America,Canada,Windows Server Other,EPG Commercial,EA New,4622.6355,0,0,0,0,3616.704,0,0,0,0,0,0,,,,
FY19,N. America,Canada,Windows Server Premium,EPG Commercial,EA New,45628.54251,0,0,0,0,100939.0428,44460.78251,0,14256.7566,23089.28305,66550.81426,596370.978,,,,
FY19,N. America,Canada,Biztalk Server,EPG Commercial,EA Recurring,43344.07716,0,2493.659424,24363.482,0,4460.75616,78125.89344,0,0,24806.59096,64291.33953,80124.78398,,,,
FY19,N. America,Canada,Developer Tools,EPG Commercial,EA Recurring,405684.156,0,2341.557968,164197.9274,0,107459.8044,500552.1796,64741.96512,0,153177.4266,90924.2513,1123791.225,,,,
FY19,N. America,Canada,Dynamics CRM,EPG Commercial,EA Recurring,0,0,0,16964.23722,0,6612.048,11979.03512,31885.92,0,22764.70894,2982.149607,0,,,,
