Fiscal Year,Area,Subsidiary,Product,Reported Subsegment,Forecast Planning Level,1,2,3,4,5,6,7,8,9,10,11,12,,,,
FY19,WE,Austria,SQL Server Standard & CAL,EPG Commercial,EA Subscription Recurring,591683.43,,,,,,,6461.968,,,,26825.4,,,,
FY19,WE,Austria,System Center Client,EPG Commercial,EA Subscription Recurring,28732.0923,,,,,,,3032.0189,,,,9854.1855,,,,
FY19,WE,Austria,System Center Server,EPG Commercial,EA Subscription Recurring,116222.2996,,,,,,,,,,,48569,,,,
FY19,WE,Austria,Visio,EPG Commercial,EA Subscription Recurring,46012.035,,,,,,,2198.16,,,,722.4,,,,
FY19,WE,Austria,Windows Client,EPG Commercial,EA Subscription Recurring,308577.1591,,,,,,,31043.1752,,,,97117.3515,,,,
FY19,WE,Austria,Windows Server & Solutions & CAL,EPG Commercial,EA Subscription Recurring,210785.4226,,,,,,,,,,,42807.376,,,,
FY19,WE,Austria,Windows Server Other,EPG Commercial,EA Subscription Recurring,7879.5364,,,,,,,,,,,12660,,,,
FY19,WE,Austria,Windows Server Premium,EPG Commercial,EA Subscription Recurring,289122.0084,,,,,,,,,,,14563.2,,,,
FY19,WE,Austria,Dynamics ERP,EPG Commercial,Other Annuity,1558.32,2887.512,,4711.0244,,7785.5587,2679.57,,,,5732.7077,34908.24,,,,
FY19,WE,Austria,Office 365,EPG Commercial,Other Non-Annuity,1857.3712,1857.3712,1857.3712,1857.3712,1857.3712,1857.3712,1630.399,1630.399,1630.399,6076.0245,6076.0245,6602.104,,,,
FY19,WE,Austria,SharePoint CAL,EPG Commercial,Other Non-Annuity,,,,,,,,23446.4,,,,,,,,
FY19,WE,Austria,SQL Server Premium,EPG Commercial,Other Non-Annuity,,,,,,,2962.368,,,,,,,,,
FY19,WE,Austria,SQL Server Standard & CAL,EPG Commercial,Other Non-Annuity,,,,,,4294.3939,,,,,,,,,,
FY19,WE,Austria,Developer Tools,EPG Commercial,VL Annuity Non-Recur w/o EA,,,,,,,,,,,,2874.16,,,,
FY19,WE,Austria,Dynamics CRM,EPG Commercial,VL Annuity Non-Recur w/o EA,,,,,,,,,,,,101050.59,,,,
FY19,WE,Austria,Identity & Direct Access,EPG Commercial,VL Annuity Non-Recur w/o EA,,,,12.48,,,,,,,,,,,,
FY19,WE,Austria,Office,EPG Commercial,VL Annuity Non-Recur w/o EA,,,,,,3798,,,,,,,,,,
FY19,WE,Austria,Project,EPG Commercial,VL Annuity Non-Recur w/o EA,,,,841.76,18599.616,7315.984,1938.912,,,2108.928,,11782.956,,,,
FY19,WE,Austria,SQL Server Premium,EPG Commercial,VL Annuity Non-Recur w/o EA,,,,,,,,,,,,64330.72,,,,
FY19,WE,Austria,SQL Server Standard & CAL,EPG Commercial,VL Annuity Non-Recur w/o EA,,,,,,,,,,,,11635.8,,,,
FY19,WE,Austria,Visio,EPG Commercial,VL Annuity Non-Recur w/o EA,,,,1563.648,8486.016,190.272,187.68,370.176,,359.808,,,,,,
FY19,WE,Austria,Windows Client,EPG Commercial,VL Annuity Non-Recur w/o EA,,552.576,,6658,888,,,,390.72,,,,,,,
FY19,WE,Austria,Windows Server & Solutions & CAL,EPG Commercial,VL Annuity Non-Recur w/o EA,,12144,15856.08,,,5616.96,,,,,,59567.31,,,,
FY19,WE,Austria,Windows Server Premium,EPG Commercial,VL Annuity Non-Recur w/o EA,,,,,,8374.08,,,,,,24119.3,,,,
FY19,WE,Austria,Developer Tools,EPG Commercial,VL Annuity Recur w/o EA,,,,,,436.04,,,,,,,,,,
FY19,WE,Austria,IW CAL Suites - Core CAL,EPG Commercial,VL Annuity Recur w/o EA,,,,,,,56.9344,,,,,,,,,
FY19,WE,Austria,MDOP-Client,EPG Commercial,VL Annuity Recur w/o EA,,,52.33,,,,,,,,,,,,,
FY19,WE,Austria,Office,EPG Commercial,VL Annuity Recur w/o EA,,,,,,,184.57,,,,,,,,,
FY19,WE,Austria,Project,EPG Commercial,VL Annuity Recur w/o EA,,,,,,,232.56,,,,,,,,,
FY19,WE,Austria,S&T CAL Suites - Core CAL,EPG Commercial,VL Annuity Recur w/o EA,,,,,,,32.0256,,,,,,,,,
FY19,WE,Austria,SQL Server Standard & CAL,EPG Commercial,VL Annuity Recur w/o EA,,,,,,,2559.82,,,,,,,,,
FY19,WE,Austria,System Center Client,EPG Commercial,VL Annuity Recur w/o EA,,,209.6314,,,,,,,,,,,,,
FY19,WE,Austria,Windows Client,EPG Commercial,VL Annuity Recur w/o EA,,,6103.2386,,,,82.01,,,,,,,,,
FY19,WE,Austria,Windows Server & Solutions & CAL,EPG Commercial,VL Annuity Recur w/o EA,,,,,,,3902.34,,,,,,,,,
FY19,WE,Austria,Windows Server Other,EPG Commercial,VL Annuity Recur w/o EA,,,,,,,3586,,,,,,,,,
FY19,WE,Austria,Developer Tools,EPG Commercial,VL Non-Annuity,,,,5104.608,276.672,887.33,-455.04,152.16,432.29,3134.4,508.37,345.84,,,,
FY19,WE,Austria,Exchange Server & CAL,EPG Commercial,VL Non-Annuity,57.36,264.96,150.912,,,7665.26,-3169.15,217.96,,,20096.8,,,,,
FY19,WE,Austria,Identity & Direct Access,EPG Commercial,VL Non-Annuity,,,,2977.536,1113.96,,,,,,4407.48,,,,,
FY19,WE,Austria,Office,EPG Commercial,VL Non-Annuity,12457.64,10203.792,9916.2,2884.32,10442.52,103089.52,-12969.12,1202,5201.472,,83498.26,25282.6,,,,
FY19,WE,Austria,Office for Mac,EPG Commercial,VL Non-Annuity,,,,,,304.32,,,,,,,,,,
FY19,WE,Austria,Other IW Apps,EPG Commercial,VL Non-Annuity,,,,,,,,,1516.2,363.96,,,,,,
FY19,WE,Austria,Project,EPG Commercial,VL Non-Annuity,,3143.64,408.36,3325.98,1633.44,3427.34,-455.88,,433.09,,8250.298,-394.7,,,,
FY19,WE,Austria,SharePoint CAL,EPG Commercial,VL Non-Annuity,,,,,,,,,,486.72,,,,,,
FY19,WE,Austria,SharePoint Server,EPG Commercial,VL Non-Annuity,,,,,,,,,,2545.728,,,,,,
FY19,WE,Austria,SQL Server Premium,EPG Commercial,VL Non-Annuity,,5549.76,,,,,,13874.48,,4439.808,,8879.616,,,,
FY19,WE,Austria,SQL Server Standard & CAL,EPG Commercial,VL Non-Annuity,1863.93,11232.93,9470.62,2211.54,4964.67,43596.18,-1392,,7459.52,19061.76,22602.83,9689.56,,,,
FY19,WE,Austria,System Center Client,EPG Commercial,VL Non-Annuity,3433.92,,,,,,,,9711.36,,,,,,,
FY19,WE,Austria,System Center Server,EPG Commercial,VL Non-Annuity,492.24,,,,,,,,307.008,,,,,,,
FY19,WE,Austria,Visio,EPG Commercial,VL Non-Annuity,,1059.12,158.16,,,,167.69,679.68,-143.04,1784.352,,,,,,
FY19,WE,Austria,Windows Client,EPG Commercial,VL Non-Annuity,17.28,,15.56,11.67,17.28,20180.16,,,16.4,,,8.2,,,,
FY19,WE,Austria,Windows Legalization,EPG Commercial,VL Non-Annuity,,936,,312,4212,,3120,45832.4,,,3120,,,,,
FY19,WE,Austria,Windows Server & Solutions & CAL,EPG Commercial,VL Non-Annuity,4562.52,38604.428,16510.95,20894.88,9730.28,11280.35,-573.4,2637.36,11274.684,20796.48,37090.53,2676.902,,,,
FY19,WE,Austria,Windows Server Other,EPG Commercial,VL Non-Annuity,,1220,322.9,2870.4,,6458,4830,340.85,1932,,,,,,,
FY19,WE,Austria,Windows Server Premium,EPG Commercial,VL Non-Annuity,1923.38,22459.46,8855.57,3606.34,,35983.22,-2003.52,6566.55,,14681.138,17510.8,8054.904,,,,
FY19,WE,Austria,Developer Tools,EPG Public Sector,EA Add-On,,,,,7634.88,,,,8132.4,,,,,,,
FY19,WE,Austria,Exchange Server & CAL,EPG Public Sector,EA Add-On,,,,,742.68,,,,,,,,,,,
FY19,WE,Austria,IW CAL Suites - Core CAL,EPG Public Sector,EA Add-On,,,,,,,56908.8,,,,,,,,,
FY19,WE,Austria,Lync Server & CAL,EPG Public Sector,EA Add-On,,,,,742.68,,,,,,,,,,,
FY19,WE,Austria,MDOP-Client,EPG Public Sector,EA Add-On,,,,,,1108.6858,,,,,,,,,,
FY19,WE,Austria,Office,EPG Public Sector,EA Add-On,,,,,,30012,17628,,,,,,,,,
FY19,WE,Austria,Project,EPG Public Sector,EA Add-On,,12693.12,,1983.3,,,3173.28,,,1189.98,,,,,,
FY19,WE,Austria,S&T CAL Suites - Core CAL,EPG Public Sector,EA Add-On,,,,,,,32011.2,,,,,,,,,
FY19,WE,Austria,SharePoint Server,EPG Public Sector,EA Add-On,,,,,5170.86,,,,10341.72,,,,,,,
FY19,WE,Austria,SQL Server Premium,EPG Public Sector,EA Add-On,,,,,57724.92,88004.58,,,,,,,,,,
FY19,WE,Austria,SQL Server Standard & CAL,EPG Public Sector,EA Add-On,,,,,,19981.8,,,1883.4,,,,,,,
FY19,WE,Austria,System Center Client,EPG Public Sector,EA Add-On,,,,,,5177.2005,,,1400.4,,,,,,,
FY19,WE,Austria,System Center Server,EPG Public Sector,EA Add-On,,,,,607.74,46959.1522,,,1390.08,,,,,,,
FY19,WE,Austria,Visio,EPG Public Sector,EA Add-On,1154.88,,,153.6,,,460.8,,,,,460.8,,,,
FY19,WE,Austria,Windows Client,EPG Public Sector,EA Add-On,,,,,,37258.6906,,,,,,,,,,
FY19,WE,Austria,Windows Server & Solutions & CAL,EPG Public Sector,EA Add-On,,,,,,17915.64,,,116494.2,,,,,,,
FY19,WE,Austria,Windows Server Other,EPG Public Sector,EA Add-On,,,,,,,,,12076.8,,,,,,,
FY19,WE,Austria,Windows Server Premium,EPG Public Sector,EA Add-On,,,,,7422.84,82456.9509,,,,,,,,,,
FY19,WE,Austria,Developer Tools,EPG Public Sector,EA New,,,,1125.28,,2298,,,,,,,,,,
FY19,WE,Austria,Exchange Server & CAL,EPG Public Sector,EA New,,,,2059.52,,888,,,,,9157.92,,,,,
FY19,WE,Austria,Forefront Protection,EPG Public Sector,EA New,,,,,,,,,,,2671.2,,,,,
FY19,WE,Austria,Identity & Direct Access,EPG Public Sector,EA New,,,,20631.2,,1647,,,,,6408.64,,,,,
FY19,WE,Austria,IW CAL Suites - Core CAL,EPG Public Sector,EA New,,,,26727.2,,9984,,,,,13977.6,,,,,
FY19,WE,Austria,Lync Server & CAL,EPG Public Sector,EA New,,,,533.2,,,,,,,,,,,,
FY19,WE,Austria,MDOP-Client,EPG Public Sector,EA New,,,,545.2,,294.69,,,,,412.566,,,,,
FY19,WE,Austria,Office,EPG Public Sector,EA New,,,,100764,,204603.6,,,,,45360,,,,,
FY19,WE,Austria,Project,EPG Public Sector,EA New,,,,,,9130.8,,,,,,,,,,
FY19,WE,Austria,S&T CAL Suites - Core CAL,EPG Public Sector,EA New,,,,15026.8,,5616,,,,,7862.4,,,,,
FY19,WE,Austria,SharePoint Server,EPG Public Sector,EA New,,,,6750.24,,12372,,,,,,,,,,
FY19,WE,Austria,SQL Server Premium,EPG Public Sector,EA New,,,,,,165172.56,,,,,,,,,,
FY19,WE,Austria,SQL Server Standard & CAL,EPG Public Sector,EA New,,,,12969.84,,18012,,,,,6484.92,,,,,
FY19,WE,Austria,System Center Client,EPG Public Sector,EA New,,,,2169.2,,437.7632,,,,,1646.316,,,,,
FY19,WE,Austria,System Center Server,EPG Public Sector,EA New,,,,9009.92,,-45236.5522,,,,,18926.5664,,,,,
FY19,WE,Austria,Visio,EPG Public Sector,EA New,,,,,,3426,,,,,,,,,,
FY19,WE,Austria,Windows Client,EPG Public Sector,EA New,,,,19847.6,,12629.37,,,,,17681.118,,,,,
FY19,WE,Austria,Windows Server & Solutions & CAL,EPG Public Sector,EA New,,,,5466.4,,5195.88,,,,,,,,,,
FY19,WE,Austria,Windows Server Other,EPG Public Sector,EA New,,,,,,,,,,,3028,,,,,
FY19,WE,Austria,Windows Server Premium,EPG Public Sector,EA New,,,,2664.6,,-76534.9509,,,,,42126.8736,,,,,
FY19,WE,Austria,Biztalk Server,EPG Public Sector,EA Recurring,,,,,,,,,,,13333,,,,,
FY19,WE,Austria,Developer Tools,EPG Public Sector,EA Recurring,,,,,,13118,,,3360,11462,33696.6,,,,,
FY19,WE,Austria,Exchange Server & CAL,EPG Public Sector,EA Recurring,,,,,,7326.88,,,6631,90262.32,9204.84,,,,,
FY19,WE,Austria,Forefront Protection,EPG Public Sector,EA Recurring,,,,,,,,,,,31.77,,,,,
FY19,WE,Austria,Identity & Direct Access,EPG Public Sector,EA Recurring,,,,,,,,,236,17337,6749.36,,,,,
FY19,WE,Austria,IW CAL Suites - Core CAL,EPG Public Sector,EA Recurring,,,,,26177.536,70389.76,,,209582.56,10781.44,980.5824,,,,,
FY19,WE,Austria,IW CAL Suites - ECAL,EPG Public Sector,EA Recurring,,,,,,,,,,,73854.24,,,,,
FY19,WE,Austria,Lync Server & CAL,EPG Public Sector,EA Recurring,,,,,,,,,477,5300,6105.28,,,,,
FY19,WE,Austria,MDOP-Client,EPG Public Sector,EA Recurring,,,,,,2125.1956,,,6883.7,10153.745,1118.4974,,,,,
FY19,WE,Austria,Office,EPG Public Sector,EA Recurring,79328.85,58000,,,,330554,,,235249.28,335880.68,121163.4,,,,,
FY19,WE,Austria,Project,EPG Public Sector,EA Recurring,,,,,,42797.76,,,20472.76,8559,,,,,,
FY19,WE,Austria,S&T CAL Suites - Core CAL,EPG Public Sector,EA Recurring,,,,,14724.864,39594.24,,,117885.84,6064.56,551.5776,,,,,
FY19,WE,Austria,S&T CAL Suites - ECAL,EPG Public Sector,EA Recurring,,,,,,,,,,,35171.68,,,,,
FY19,WE,Austria,SharePoint CAL,EPG Public Sector,EA Recurring,,,,,,,,,13695.2,162804.84,1881.68,,,,,
FY19,WE,Austria,SharePoint Server,EPG Public Sector,EA Recurring,,,,,,3429.9,,,3375.12,7073,3375.12,,,,,
FY19,WE,Austria,SQL Server Premium,EPG Public Sector,EA Recurring,,,,,,8880.72,,,124135.2,125079,91637.2,,,,,
FY19,WE,Austria,SQL Server Standard & CAL,EPG Public Sector,EA Recurring,,,,,,2961.08,,,12870,57685,600,,,,,
FY19,WE,Austria,System Center Client,EPG Public Sector,EA Recurring,,,,,,8480.4456,,,36474.3504,135556.3575,6335.4616,,,,,
FY19,WE,Austria,System Center Server,EPG Public Sector,EA Recurring,,,,,,4251.6,,,23628.84,17858,12610.6,,,,,
FY19,WE,Austria,Visio,EPG Public Sector,EA Recurring,,,,,,21404.64,,,6646.8,878,1942.8,,,,,
FY19,WE,Austria,Windows Client,EPG Public Sector,EA Recurring,,,,,,91078.3588,,,282483.1496,301239.9374,46557.041,,,,,
FY19,WE,Austria,Windows Server & Solutions & CAL,EPG Public Sector,EA Recurring,,,,,,3508.48,,,21599.2,40394.6,538.8,,,,,
FY19,WE,Austria,Windows Server Other,EPG Public Sector,EA Recurring,,,,,,,,,,1523,,,,,,
FY19,WE,Austria,Windows Server Premium,EPG Public Sector,EA Recurring,,,,,,27177.36,,,8882,22095,37600.8,,,,,
FY19,WE,Austria,Biztalk Server,EPG Public Sector,EA Renewal,25697.12,,,,,,,,,,,,,,,
FY19,WE,Austria,Developer Tools,EPG Public Sector,EA Renewal,43078.06,,,,,19086.72,,,12316,7380.76,6626.12,,,,,
FY19,WE,Austria,Exchange Server & CAL,EPG Public Sector,EA Renewal,7289.67,,,,,3270.6,,,58069.56,41143.24,3753.68,4655,,,,
FY19,WE,Austria,Identity & Direct Access,EPG Public Sector,EA Renewal,8097.82,,,,,5582.88,,,7685,9888,3535.36,,,,,
FY19,WE,Austria,IW CAL Suites - Core CAL,EPG Public Sector,EA Renewal,167993.28,,,,,16416,,,,1021.44,10576.5024,,,,,
FY19,WE,Austria,IW CAL Suites - ECAL,EPG Public Sector,EA Renewal,,,,,,116371.0974,,,,52396.1647,,,,,,
FY19,WE,Austria,Lync Server & CAL,EPG Public Sector,EA Renewal,2408.01,,,,,654.12,,,5777,6414.12,1928.12,902.5,,,,
FY19,WE,Austria,MDOP-Client,EPG Public Sector,EA Renewal,,,,,,1797.2076,,,6900.0798,4836.8812,595.8414,,,,,
FY19,WE,Austria,Office,EPG Public Sector,EA Renewal,131888,,,,,177740.2017,,,287716.16,81944.6,56901.448,,,,,
FY19,WE,Austria,Office 365,EPG Public Sector,EA Renewal,38670,,,,,,,,,,,,,,,
FY19,WE,Austria,Project,EPG Public Sector,EA Renewal,26715.38,,,,,3139.68,,,14370,539,327.28,,,,,
FY19,WE,Austria,S&T CAL Suites - Core CAL,EPG Public Sector,EA Renewal,94496.22,,,,,9234,,,,574.56,5950.0416,,,,,
FY19,WE,Austria,S&T CAL Suites - ECAL,EPG Public Sector,EA Renewal,,,,,,55440.0381,,,,24987.0353,,,,,,
FY19,WE,Austria,SharePoint CAL,EPG Public Sector,EA Renewal,7524.54,,,,,,,,110143.92,65788.92,1881.68,4975,,,,
FY19,WE,Austria,SharePoint for Internet Sites,EPG Public Sector,EA Renewal,,,,,,,,,,6684.6,,,,,,
FY19,WE,Austria,SharePoint Server,EPG Public Sector,EA Renewal,5263.59,,,,,3181.92,,,4126,8515.36,,,,,,
FY19,WE,Austria,SQL Server Premium,EPG Public Sector,EA Renewal,57724.68,,,,,22201.8,,,106202,70678.44,2929.44,8880.72,,,,
FY19,WE,Austria,SQL Server Standard & CAL,EPG Public Sector,EA Renewal,9687.11,,,,,4632,,,51303,18876,3018,,,,,
FY19,WE,Austria,System Center Client,EPG Public Sector,EA Renewal,,,,,,7350.6069,,,92302.9607,57779.1876,3464.0296,3280,,,,
FY19,WE,Austria,System Center Server,EPG Public Sector,EA Renewal,406.16,,,,,11718.3,,,11218,11555.52,1463.28,4397.04,,,,
FY19,WE,Austria,Visio,EPG Public Sector,EA Renewal,6570,,,,,1288.8,,,5280,398,179.6,,,,,
FY19,WE,Austria,Windows Client,EPG Public Sector,EA Renewal,,,,,,65608.2483,,,208312.5595,143221.1312,18187.377,,,,,
FY19,WE,Austria,Windows Server & Solutions & CAL,EPG Public Sector,EA Renewal,32304.96,,,,,13224.12,,,26231.2,19739.72,1319.68,12368.9,,,,
FY19,WE,Austria,Windows Server Other,EPG Public Sector,EA Renewal,18808.15,,,,,51781.8,,,,1523,82.08,51371.4,,,,
FY19,WE,Austria,Windows Server Premium,EPG Public Sector,EA Renewal,14071.02,,,,,49591.68,,,14664,9714.84,3737.64,19032,,,,
FY19,WE,Austria,Other Server,EPG Public Sector,Other Annuity,,,,,1800,,,,,,,,,,,
FY19,WE,Austria,Office,EPG Public Sector,Other Non-Annuity,77992.2,308323.1646,283971.6,,,83991.6,,,158584.14,-79992,113588.64,801139.878,,,,
FY19,WE,Austria,Windows Client,EPG Public Sector,Other Non-Annuity,39007.8,154207.8354,142028.4,,,42008.4,,,79315.86,-40008,56811.36,400690.122,,,,
FY19,WE,Austria,Developer Tools,EPG Public Sector,VL Annuity Non-Recur w/o EA,1261.68,-393.6,,,64331.52,29385.2,3264.96,,,,,504,,,,
FY19,WE,Austria,Dynamics CRM,EPG Public Sector,VL Annuity Non-Recur w/o EA,,,,,,,1422.96,,18396.6,,,,,,,
FY19,WE,Austria,Exchange Server & CAL,EPG Public Sector,VL Annuity Non-Recur w/o EA,1396.44,353,,,,,1410.15,,,,,57.24,,,,
FY19,WE,Austria,Forefront Protection,EPG Public Sector,VL Annuity Non-Recur w/o EA,2273.04,,,,,,690,,,,,,,,,
FY19,WE,Austria,Identity & Direct Access,EPG Public Sector,VL Annuity Non-Recur w/o EA,2189.52,82129.08,50680,-6820,79222.68,,1449.72,,,,6600,-6600,,,,
FY19,WE,Austria,IW CAL Suites - Core CAL,EPG Public Sector,VL Annuity Non-Recur w/o EA,4228.224,373.824,,11036.916,,13803.9194,6841.824,,,,,2483.712,,,,
FY19,WE,Austria,IW CAL Suites - ECAL,EPG Public Sector,VL Annuity Non-Recur w/o EA,,767.0706,,,1767.305,,927.8351,,,,,,,,,
FY19,WE,Austria,Lync Server & CAL,EPG Public Sector,VL Annuity Non-Recur w/o EA,1424.88,-712.44,,,,,611.64,,,,,,,,,
FY19,WE,Austria,Office,EPG Public Sector,VL Annuity Non-Recur w/o EA,52268.0895,3954.5604,,23495.478,20009.5704,49556.9896,22983.6305,,838.935,2570.76,959.8493,19252.536,,,,
FY19,WE,Austria,Office for Mac,EPG Public Sector,VL Annuity Non-Recur w/o EA,5004.9945,587.6676,,2472.066,2322.3672,8990.3761,3039.6708,,88.065,,200.7907,1702.456,,,,
FY19,WE,Austria,Other Server,EPG Public Sector,VL Annuity Non-Recur w/o EA,,,,,,,1059.48,,,,,,,,,
FY19,WE,Austria,Project,EPG Public Sector,VL Annuity Non-Recur w/o EA,4008.09,-953.04,,191.52,604.8,117.6,171,,,,,34.32,,,,
FY19,WE,Austria,S&T CAL Suites - Core CAL,EPG Public Sector,VL Annuity Non-Recur w/o EA,2378.376,210.276,,6210.204,,7764.7046,3848.526,,,,,1397.088,,,,
FY19,WE,Austria,S&T CAL Suites - ECAL,EPG Public Sector,VL Annuity Non-Recur w/o EA,,365.2854,,,841.6054,,441.8428,,,,,,,,,
FY19,WE,Austria,SharePoint CAL,EPG Public Sector,VL Annuity Non-Recur w/o EA,2076,-2620.6,,,,,2076,,,,,,,,,
FY19,WE,Austria,SharePoint for Internet Sites,EPG Public Sector,VL Annuity Non-Recur w/o EA,7649.52,-4699.04,,,,,1907.52,,,,,,,,,
FY19,WE,Austria,SharePoint Server,EPG Public Sector,VL Annuity Non-Recur w/o EA,1593.6,-166,,,,,796.8,,,,,,,,,
FY19,WE,Austria,SQL Server Premium,EPG Public Sector,VL Annuity Non-Recur w/o EA,2779.68,2084.76,,,1389.84,,3613.68,,,,,,,,,
FY19,WE,Austria,SQL Server Standard & CAL,EPG Public Sector,VL Annuity Non-Recur w/o EA,4684.44,1466.99,,164.4,,106.4,7961.44,761.76,1020.72,,,1237.8,,,,
FY19,WE,Austria,System Center Client,EPG Public Sector,VL Annuity Non-Recur w/o EA,3511.2,-2808.96,,,,,76.8,,,,,844.8,,,,
FY19,WE,Austria,System Center Server,EPG Public Sector,VL Annuity Non-Recur w/o EA,14403.6,450.72,,,46.8,,163.56,,,,,46.8,,,,
FY19,WE,Austria,Visio,EPG Public Sector,VL Annuity Non-Recur w/o EA,2479.68,-1090.8,,,561.6,109.2,,,,,,,,,,
FY19,WE,Austria,Windows Client,EPG Public Sector,VL Annuity Non-Recur w/o EA,14055.576,1738.596,,19443.336,1456.752,32614.6502,25793.0808,,,1904.76,45538.62,10195.008,,,,
FY19,WE,Austria,Windows Server & Solutions & CAL,EPG Public Sector,VL Annuity Non-Recur w/o EA,5062.68,-1367.45,,,,2288.4,4202.98,175.41,,,,1050.84,,,,
FY19,WE,Austria,Windows Server Other,EPG Public Sector,VL Annuity Non-Recur w/o EA,768.12,-901.69,,,532.8,,1678.32,,66.6,,,,,,,
FY19,WE,Austria,Windows Server Premium,EPG Public Sector,VL Annuity Non-Recur w/o EA,1486.68,1372.32,,,800.52,1143.6,1315.2,,,,,571.8,,,,
FY19,WE,Austria,Developer Tools,EPG Public Sector,VL Non-Annuity,,2420.88,,,,10238.79,,977.25,786.84,,,,,,,
FY19,WE,Austria,Exchange Server & CAL,EPG Public Sector,VL Non-Annuity,,1119.48,,3839.84,457.08,,,,434.23,,,,,,,
FY19,WE,Austria,Identity & Direct Access,EPG Public Sector,VL Non-Annuity,48974.4,846.6,,1347.94,846.6,,,846.6,1608.54,,,,,,,
FY19,WE,Austria,Lync Server & CAL,EPG Public Sector,VL Non-Annuity,,,,,5529.73,,,,,,,,,,,
FY19,WE,Austria,Office,EPG Public Sector,VL Non-Annuity,84728.16,-37614.84,25980.68,5551.9,62568.08,1041056.39,-474037.57,45.03,51397.45,2218.9,169666.29,200959.91,,,,
FY19,WE,Austria,Office for Mac,EPG Public Sector,VL Non-Annuity,,,,,,,,,,,,228.34,,,,
FY19,WE,Austria,Other IW Apps,EPG Public Sector,VL Non-Annuity,,236.88,,-236.88,,800366.01,,,66386.8,345.75,1546.8,,,,,
FY19,WE,Austria,Project,EPG Public Sector,VL Non-Annuity,17322,-17322,,,,8228,1645.6,,3292.08,,1078.35,,,,,
FY19,WE,Austria,SharePoint for Internet Sites,EPG Public Sector,VL Non-Annuity,,,,,,,8091.99,,,,,,,,,
FY19,WE,Austria,SQL Server Premium,EPG Public Sector,VL Non-Annuity,35056.08,,15985.4,,,10544.54,33746.96,,1588.2,,,,,,,
FY19,WE,Austria,SQL Server Standard & CAL,EPG Public Sector,VL Non-Annuity,11642.4,-3467.4,17602.05,1542.49,579.6,13766.22,1952.48,3127.75,20119.56,3808.44,3584.44,1357.52,,,,
FY19,WE,Austria,System Center Client,EPG Public Sector,VL Non-Annuity,36480,,59520,,72800,4000,,,,,13650,,,,,
FY19,WE,Austria,System Center Server,EPG Public Sector,VL Non-Annuity,2772.84,,,,,,,,,,,,,,,
FY19,WE,Austria,Visio,EPG Public Sector,VL Non-Annuity,8049.6,-8049.6,,119.35,-119.35,5225.45,1407.35,,1688.82,562.94,1590.34,281.47,,,,
FY19,WE,Austria,Windows Client,EPG Public Sector,VL Non-Annuity,183.96,208.64,100,631.52,850,7587.2,1105.36,24.6,137.95,170.64,69.18,118.52,,,,
FY19,WE,Austria,Windows Legalization,EPG Public Sector,VL Non-Annuity,1644,3828,1602,127506,16176,6684,3288,1560,2580,4026,198,1656,,,,
FY19,WE,Austria,Windows Server & Solutions & CAL,EPG Public Sector,VL Non-Annuity,28511.2,4661.28,40884.08,8482.17,60241.05,19318.21,6106.4,1245.4,31553.46,11274.09,29167.31,5155.3,,,,
FY19,WE,Austria,Windows Server Other,EPG Public Sector,VL Non-Annuity,502.32,5910.7,,,,5394.48,3221.4,,,,51.87,,,,,
FY19,WE,Austria,Windows Server Premium,EPG Public Sector,VL Non-Annuity,16282.7,15579.44,,3586.22,1446.55,35021.53,3327.06,30411.56,300.72,,,,,,,
FY19,WE,Belgium,Developer Tools,EPG Commercial,3rd Party Hosting,233.937,241.026,258.324,313.329,323.895,323.895,307.005,307.005,308.376,302.139,302.139,302.139,,,,
FY19,WE,Belgium,Dynamics CRM,EPG Commercial,3rd Party Hosting,85.443,224.85,215.856,215.856,247.335,247.335,247.335,247.335,269.82,292.305,346.269,346.269,,,,
FY19,WE,Belgium,Dynamics ERP,EPG Commercial,3rd Party Hosting,22.617,22.617,22.617,22.617,151.494,185.409,409.248,409.248,205.758,212.541,219.324,1200.204,,,,
